solver,method,rep,n_rows,n_cols,margin,noise,tau_true,tau_raw,tau_projected,tau_error_raw,tau_error_projected,tau_shift,baseline_rmse_raw,baseline_rmse_projected,pattern,outcome_mode,baseline_projection,baseline_min_raw,baseline_min_projected,negative_fraction_raw,clipped_fraction,clipped_mass,max_clipped_magnitude
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,-0.2,-0.13413362215397784,-0.13413362215397784,0.06586637784602217,0.06586637784602217,0.0,0.3977851243384339,0.3977851243384339,block,dense,clip_nonnegative,1.2140139782142292,1.2140139782142292,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,-0.2,-0.19987112952582897,-0.19987112952582897,0.00012887047417103892,0.00012887047417103892,0.0,0.5072889928177406,0.5072889928177406,block,dense,clip_nonnegative,1.371063179772086,1.371063179772086,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,-0.2,-0.1481290242353491,-0.16881135311111709,0.05187097576465091,0.031188646888882926,-0.020682328875767986,0.28278113911516356,0.27560047913867614,block,intermittent,clip_nonnegative,-0.4295956376889362,0.0,0.14583333333333334,0.14583333333333334,2.323707161811334,0.4295956376889362
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,-0.2,-0.08185397897610132,-0.08447346254432853,0.11814602102389869,0.11552653745567149,-0.002619483568227207,0.44506049960527067,0.4406624089568277,block,intermittent,clip_nonnegative,-0.43109276344912273,0.0,0.1111111111111111,0.1111111111111111,2.1810778913833477,0.43109276344912273
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,-0.2,-0.15892249253935378,-0.15892249253935378,0.04107750746064623,0.04107750746064623,0.0,0.14631022233170737,0.14631022233170737,sparse,dense,clip_nonnegative,1.2155553684319202,1.2155553684319202,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,-0.2,-0.37347090658480403,-0.37347090658480403,-0.17347090658480402,-0.17347090658480402,0.0,0.27333720859246224,0.27333720859246224,sparse,dense,clip_nonnegative,1.6218381027771338,1.6218381027771338,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,-0.2,-0.17913510382868147,-0.18453421563194983,0.020864896171318537,0.015465784368050184,-0.005399111803268353,0.24556150380285127,0.24251892761190977,sparse,intermittent,clip_nonnegative,-0.19494763372639154,0.0,0.1388888888888889,0.1388888888888889,1.800527864214171,0.19494763372639154
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,-0.2,-0.14141060283192258,-0.14141060283192258,0.05858939716807743,0.05858939716807743,0.0,0.279072350187006,0.27524314352926094,sparse,intermittent,clip_nonnegative,-0.3229337185696583,0.0,0.1111111111111111,0.1111111111111111,1.7958864739594556,0.3229337185696583
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,-0.2,-0.2296451959702353,-0.2296451959702353,-0.029645195970235294,-0.029645195970235294,0.0,0.20319927255728082,0.20319927255728082,row,dense,clip_nonnegative,1.230081550599817,1.230081550599817,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,-0.2,-0.08339605898913074,-0.08339605898913074,0.11660394101086927,0.11660394101086927,0.0,0.26338810513638283,0.26338810513638283,row,dense,clip_nonnegative,1.4562491525387529,1.4562491525387529,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,-0.2,0.044735708930360704,0.027755251578343205,0.24473570893036073,0.22775525157834323,-0.0169804573520175,0.44257606236663444,0.44020001321134467,row,intermittent,clip_nonnegative,-0.23220344176799035,0.0,0.10416666666666667,0.10416666666666667,1.1493387385469456,0.23220344176799035
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,-0.2,-0.6678579864146711,-0.6689167551516244,-0.4678579864146711,-0.4689167551516244,-0.0010587687369533194,0.44206056147391387,0.44107094919461537,row,intermittent,clip_nonnegative,-0.28055598824030714,0.0,0.0763888888888889,0.0763888888888889,0.7860918571771723,0.28055598824030714
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,-0.2,-0.10658351743220702,-0.10658351743220702,0.09341648256779299,0.09341648256779299,0.0,0.8820190682678725,0.8820190682678725,staggered,dense,clip_nonnegative,1.7781938756966849,1.7781938756966849,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,-0.2,-0.011798055074340353,-0.011798055074340353,0.18820194492565967,0.18820194492565967,0.0,0.31801563683712736,0.31801563683712736,staggered,dense,clip_nonnegative,1.4491197107740676,1.4491197107740676,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,-0.2,0.053533636086007565,0.047509520792768,0.2535336360860076,0.247509520792768,-0.006024115293239568,0.9358795245473701,0.9316883191787538,staggered,intermittent,clip_nonnegative,-0.24698872702282168,0.0,0.06944444444444445,0.06944444444444445,1.2243572213539309,0.24698872702282168
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,-0.2,-0.16486476665372035,-0.18096083673952176,0.03513523334627966,0.019039163260478248,-0.01609607008580141,0.48509002535177925,0.4819613393969035,staggered,intermittent,clip_nonnegative,-0.5244679681225239,0.0,0.09722222222222222,0.09722222222222222,1.6927070415672854,0.5244679681225239
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,0.2,0.26850292185232305,0.26850292185232305,0.06850292185232304,0.06850292185232304,0.0,0.4080709164162813,0.4080709164162813,block,dense,clip_nonnegative,1.4344483464434403,1.4344483464434403,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,0.2,0.23148484719322437,0.23148484719322437,0.03148484719322436,0.03148484719322436,0.0,0.34985449800140084,0.34985449800140084,block,dense,clip_nonnegative,1.174624052429726,1.174624052429726,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,0,12,12,1.0,0.05,0.2,1.054202989324163,1.0539057253282291,0.8542029893241629,0.8539057253282292,-0.00029726399593377195,1.0697143610946955,1.0693369010827896,block,intermittent,clip_nonnegative,-0.16727532446170973,0.0,0.041666666666666664,0.041666666666666664,0.3009027473611286,0.16727532446170973
MCNNM,raw_vs_projected,1,12,12,1.0,0.05,0.2,0.23989629637554458,0.21550957653028846,0.039896296375544565,0.01550957653028845,-0.024386719845256116,0.243137931657226,0.23958082803736774,block,intermittent,clip_nonnegative,-0.40744291489815465,0.0,0.0763888888888889,0.0763888888888889,1.0269394221313568,0.40744291489815465
