method,dc_mode,tau,std,inference_valid,baseline_min,negative_fraction,negative_mass,rank,stable_rank,solver,rep,n_rows,n_cols,margin,noise,tau_true,tau_error,pattern,outcome_mode,method_non_neg,std_available,max_negative_magnitude,projected_design_min_eigenvalue,projected_design_condition_number,residual_frobenius_norm,tau_raw,tau_shift
nonnegative_svd,non-convex,0.17056816078368076,,False,0.0,0.0,0.0,8,1.1043398483947704,DebiasConvex,1,12,12,0.05,0.2,0.2,-0.029431839216319255,row,intermittent,svd,False,-0.0,4.673499125593921,1.0,5.522479801879505,,
nonnegative_nnmf,non-convex,0.10907562373330737,,False,0.0,0.0,0.0,2,1.1030771917463582,DebiasConvex,1,12,12,0.05,0.2,0.2,-0.09092437626669264,row,intermittent,nnmf,False,-0.0,11.615024932143985,1.0,6.29582221024147,,
final_clip,non-convex,0.26868474072219445,,False,0.0,0.0,0.0,8,1.1070352194452353,DebiasConvex,1,12,12,0.05,0.2,0.2,0.06868474072219444,row,intermittent,,,,,,,0.3376878979959352,-0.06900315727374073
raw,non-convex,0.061553873966124016,0.31430137445797635,True,0.03415252207618913,0.0,0.0,2,1.0331143886286036,DebiasConvex,0,12,12,0.05,0.2,0.2,-0.138446126033876,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,0.06155386659345082,,False,0.03415253206321811,0.0,0.0,2,1.0331143885788563,DebiasConvex,0,12,12,0.05,0.2,0.2,-0.13844613340654918,staggered,dense,svd,False,-0.0,8.34343685044334,1.0,8.951503539741367,,
nonnegative_nnmf,non-convex,0.061097284041723675,,False,0.03637676403247557,0.0,0.0,2,1.0331085586419535,DebiasConvex,0,12,12,0.05,0.2,0.2,-0.13890271595827633,staggered,dense,nnmf,False,-0.0,8.344001833742887,1.0,8.951504646352257,,
final_clip,non-convex,0.061553873966124,,False,0.03415252207618913,0.0,0.0,2,1.0331143886286036,DebiasConvex,0,12,12,0.05,0.2,0.2,-0.13844612603387602,staggered,dense,,,,,,,0.061553873966124016,-1.3877787807814457e-17
raw,non-convex,0.1512301515436629,0.21718779470030017,True,0.7989532069184375,0.0,0.0,2,1.0388525753791147,DebiasConvex,1,12,12,0.05,0.2,0.2,-0.04876984845633711,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,0.1512302078490748,,False,0.7989532064493772,0.0,0.0,2,1.03885257569867,DebiasConvex,1,12,12,0.05,0.2,0.2,-0.04876979215092522,staggered,dense,svd,False,-0.0,8.762387470324803,1.0,7.62146950719074,,
nonnegative_nnmf,non-convex,0.15092276463163995,,False,0.8032922779754484,0.0,0.0,2,1.0388421324754218,DebiasConvex,1,12,12,0.05,0.2,0.2,-0.04907723536836006,staggered,dense,nnmf,False,-0.0,8.76187983456088,1.0,7.621472185784285,,
final_clip,non-convex,0.15123015154366287,,False,0.7989532069184375,0.0,0.0,2,1.0388525753791147,DebiasConvex,1,12,12,0.05,0.2,0.2,-0.04876984845633714,staggered,dense,,,,,,,0.1512301515436629,-2.7755575615628914e-17
raw,non-convex,0.19268326524970403,0.16227122186250845,True,-0.37980278475506457,0.0763888888888889,1.4072647992267142,2,1.3318207261720774,DebiasConvex,0,12,12,0.05,0.2,0.2,-0.007316734750295983,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.12370402110511448,,False,0.0,0.0,0.0,7,1.3356891237107713,DebiasConvex,0,12,12,0.05,0.2,0.2,-0.07629597889488553,staggered,intermittent,svd,False,-0.0,1.1876276419517173,1.0,4.071471269591347,,
nonnegative_nnmf,non-convex,0.0836239357418606,,False,0.0,0.0,0.0,2,1.337512762769344,DebiasConvex,0,12,12,0.05,0.2,0.2,-0.11637606425813941,staggered,intermittent,nnmf,False,-0.0,6.086011083837334,1.0,4.131620625912749,,
final_clip,non-convex,0.17706420436197676,,False,0.0,0.0,0.0,7,1.3238106976374833,DebiasConvex,0,12,12,0.05,0.2,0.2,-0.022935795638023254,staggered,intermittent,,,,,,,0.19268326524970403,-0.01561906088772727
raw,non-convex,0.6540037968338457,0.07934011576073147,True,-0.9837416256511659,0.3263888888888889,16.26008792408654,2,1.2385154563956755,DebiasConvex,1,12,12,0.05,0.2,0.2,0.4540037968338457,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.48942803902254794,,False,0.0,0.0,0.0,8,1.159045336128021,DebiasConvex,1,12,12,0.05,0.2,0.2,0.28942803902254793,staggered,intermittent,svd,False,-0.0,1.2998039692363457,1.0,5.090879590131638,,
nonnegative_nnmf,non-convex,0.39326947621249725,,False,0.0,0.0,0.0,2,1.187347166921867,DebiasConvex,1,12,12,0.05,0.2,0.2,0.19326947621249724,staggered,intermittent,nnmf,False,-0.0,20.442111230446066,1.0,5.994018366332987,,
final_clip,non-convex,0.5213337500842739,,False,0.0,0.0,0.0,9,1.1458839260623859,DebiasConvex,1,12,12,0.05,0.2,0.2,0.32133375008427384,staggered,intermittent,,,,,,,0.6540037968338457,-0.13267004674957183
raw,non-convex,-0.2582307273048167,0.41658383399112564,True,1.4567322019499551,0.0,0.0,2,1.0432379156550537,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.05823072730481671,block,dense,,,,,,,,
nonnegative_svd,non-convex,-0.2582307120293803,,False,1.4567322002450966,0.0,0.0,2,1.0432379157376095,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.058230712029380294,block,dense,svd,False,-0.0,7.1403536895730975,1.0,10.53224347833846,,
nonnegative_nnmf,non-convex,-0.2584873716837052,,False,1.4558183141801577,0.0,0.0,2,1.043236789488925,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.058487371683705214,block,dense,nnmf,False,-0.0,7.14058405134377,1.0,10.532244158795667,,
final_clip,non-convex,-0.2582307273048168,,False,1.4567322019499551,0.0,0.0,2,1.0432379156550537,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.058230727304816765,block,dense,,,,,,,-0.2582307273048167,-5.551115123125783e-17
raw,non-convex,-0.24898603561531216,0.1585809411179142,True,1.3275019731634825,0.0,0.0,2,1.0328377200764185,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.048986035615312146,block,dense,,,,,,,,
nonnegative_svd,non-convex,-0.2489859620573489,,False,1.3275019119976625,0.0,0.0,2,1.032837720338462,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.0489859620573489,block,dense,svd,False,-0.0,8.96933240662051,1.0,6.571985060124546,,
nonnegative_nnmf,non-convex,-0.24929965171555796,,False,1.330907373238042,0.0,0.0,2,1.032825252295964,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.049299651715557946,block,dense,nnmf,False,-0.0,8.968501006034948,1.0,6.571987826345253,,
final_clip,non-convex,-0.24898603561531216,,False,1.3275019731634825,0.0,0.0,2,1.0328377200764185,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.048986035615312146,block,dense,,,,,,,-0.24898603561531216,0.0
raw,non-convex,0.014045201570132,0.0737648272980011,True,-0.9256536527666555,0.2638888888888889,11.423398620016822,2,1.2584165396467426,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.21404520157013202,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.2997530487149558,,False,0.0,0.0,0.0,9,1.1756882064265841,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.09975304871495577,block,intermittent,svd,False,-0.0,0.5741772858884908,1.0,4.968457382214522,,
nonnegative_nnmf,non-convex,-0.2202141538980791,,False,0.0,0.0,0.0,2,1.1839504467020736,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.020214153898079096,block,intermittent,nnmf,False,-0.0,12.61279728507402,1.0,5.610576038242379,,
final_clip,non-convex,-0.11093646876904387,,False,0.0,0.0,0.0,8,1.175601186261245,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.08906353123095614,block,intermittent,,,,,,,0.014045201570132,-0.12498167033917587
raw,non-convex,-0.21811276762987752,0.05007726553309809,True,-0.11384077064383208,0.1111111111111111,0.4852727098327364,2,1.2030046553278837,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.018112767629877513,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.21811281459342943,,False,0.0,0.0,0.0,6,1.2022410237987564,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.01811281459342942,block,intermittent,svd,False,-0.0,2.6865780973785136,1.0,3.0485215099968315,,
nonnegative_nnmf,non-convex,-0.22451182717496035,,False,0.0,0.0,0.0,2,1.2014040745565642,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.024511827174960338,block,intermittent,nnmf,False,-0.0,6.756302673535753,1.0,3.0562780701355456,,
final_clip,non-convex,-0.21811276762987752,,False,0.0,0.0,0.0,6,1.2022410291330285,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.018112767629877513,block,intermittent,,,,,,,-0.21811276762987752,0.0
raw,non-convex,-0.08728867457699249,0.2564901945278895,True,1.0990752600889233,0.0,0.0,2,1.0547718081817268,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.11271132542300752,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,-0.087288677966334,,False,1.0990752640295436,0.0,0.0,2,1.054771808169918,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.11271132203366602,sparse,dense,svd,False,-0.0,12.437516305164236,1.0,10.006071430728982,,
nonnegative_nnmf,non-convex,-0.08748140278499161,,False,1.1025512235183879,0.0,0.0,2,1.0547585671438577,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.1125185972150084,sparse,dense,nnmf,False,-0.0,12.43779910175991,1.0,10.006073711597388,,
final_clip,non-convex,-0.0872886745769925,,False,1.0990752600889233,0.0,0.0,2,1.0547718081817268,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.1127113254230075,sparse,dense,,,,,,,-0.08728867457699249,-1.3877787807814457e-17
raw,non-convex,-0.11588036747988884,0.1298210143761569,True,0.8697306914365557,0.0,0.0,2,1.0207580614033926,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.08411963252011118,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,-0.11588036902695543,,False,0.8697306916301915,0.0,0.0,2,1.0207580614071687,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.08411963097304458,sparse,dense,svd,False,-0.0,13.761143920742692,1.0,4.550053184948031,,
nonnegative_nnmf,non-convex,-0.11606649051788022,,False,0.8682785714776744,0.0,0.0,2,1.0207581505264527,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.08393350948211979,sparse,dense,nnmf,False,-0.0,13.761703699062554,1.0,4.550055103891111,,
final_clip,non-convex,-0.11588036747988884,,False,0.8697306914365557,0.0,0.0,2,1.0207580614033926,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.08411963252011118,sparse,dense,,,,,,,-0.11588036747988884,0.0
raw,non-convex,-0.12161367046740382,0.10964881861681872,True,-0.1764516535262971,0.08333333333333333,0.6774369922878895,2,1.6373097996170087,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.0783863295325962,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.13336232473653634,,False,0.0,0.0,0.0,7,1.6037583034460543,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.06663767526346367,sparse,intermittent,svd,False,-0.0,6.176271430808283e-16,inf,4.3726401904169885,,
nonnegative_nnmf,non-convex,-0.14999747780589154,,False,0.0,0.0,0.0,2,1.5940803455933885,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.05000252219410847,sparse,intermittent,nnmf,False,-0.0,9.006977518593162,1.0,4.38553452894207,,
final_clip,non-convex,-0.12858882828226084,,False,0.0,0.0,0.0,7,1.6046616608402606,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.07141117171773917,sparse,intermittent,,,,,,,-0.12161367046740382,-0.006975157814857025
raw,non-convex,-0.21752349499623874,0.0825447878679463,True,-0.37399918771599894,0.2361111111111111,2.996820230136542,2,1.5345439370252458,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.01752349499623873,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.2529406533594142,,False,0.0,0.0,0.0,9,1.4865173723441065,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.05294065335941417,sparse,intermittent,svd,False,-0.0,0.3784040293938804,1.0,2.8885764429552827,,
nonnegative_nnmf,non-convex,-0.27749922445147585,,False,0.0,0.0,0.0,2,1.4735050476515066,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.07749922445147583,sparse,intermittent,nnmf,False,-0.0,9.745894263077684,1.0,3.085696745985577,,
final_clip,non-convex,-0.2427623101163669,,False,0.0,0.0,0.0,9,1.4886509405871533,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.042762310116366886,sparse,intermittent,,,,,,,-0.21752349499623874,-0.025238815120128155
raw,non-convex,-0.29728931315518015,0.16215114156710103,True,1.0512043447046349,0.0,0.0,2,1.0322045805726001,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.09728931315518013,row,dense,,,,,,,,
nonnegative_svd,non-convex,-0.29728944910448923,,False,1.0512043457897304,0.0,0.0,2,1.032204580290444,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.09728944910448922,row,dense,svd,False,-0.0,7.452627751663094,1.0,5.621573685927957,,
nonnegative_nnmf,non-convex,-0.29732010419327026,,False,1.0523613114186912,0.0,0.0,2,1.032192196147963,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.09732010419327025,row,dense,nnmf,False,-0.0,7.452990917481376,1.0,5.621578659186674,,
final_clip,non-convex,-0.29728931315518015,,False,1.0512043447046349,0.0,0.0,2,1.0322045805726001,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.09728931315518013,row,dense,,,,,,,-0.29728931315518015,0.0
raw,non-convex,-0.17670421923246793,0.23341557069966437,True,0.9110130562811962,0.0,0.0,2,1.0640263946486048,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.02329578076753208,row,dense,,,,,,,,
nonnegative_svd,non-convex,-0.17670431699118674,,False,0.9110130811635919,0.0,0.0,2,1.064026393811424,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.023295683008813267,row,dense,svd,False,-0.0,8.875850441030279,1.0,7.664977169486364,,
nonnegative_nnmf,non-convex,-0.17688961247872778,,False,0.9112604844705773,0.0,0.0,2,1.064018599901214,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.02311038752127223,row,dense,nnmf,False,-0.0,8.875987684881128,1.0,7.664979195914427,,
final_clip,non-convex,-0.17670421923246793,,False,0.9110130562811962,0.0,0.0,2,1.0640263946486048,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.02329578076753208,row,dense,,,,,,,-0.17670421923246793,0.0
raw,non-convex,0.07178905932686798,0.1234869189644652,True,-1.178383405309673,0.2569444444444444,11.335048289233221,2,1.1547077094971265,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.271789059326868,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.14460043372817102,,False,0.0,0.0,0.0,8,1.1320515217236915,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.05539956627182899,row,intermittent,svd,False,-0.0,1.0621875404037553,1.0,4.082912109647402,,
nonnegative_nnmf,non-convex,-0.15179646624116186,,False,0.0,0.0,0.0,2,1.130495171604108,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.04820353375883815,row,intermittent,nnmf,False,-0.0,10.982823613038,1.0,5.009189230103666,,
final_clip,non-convex,-0.06873913230318233,,False,0.0,0.0,0.0,9,1.1336630191788986,DebiasConvex,0,12,12,1.0,0.05,-0.2,0.13126086769681766,row,intermittent,,,,,,,0.07178905932686798,-0.14052819163005031
raw,non-convex,-0.23320060106857507,0.11399429154990756,True,-0.21194945917528463,0.0625,0.651237018797873,2,1.6633518593686627,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.03320060106857506,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.24648722197270304,,False,0.0,0.0,0.0,5,1.6404535884264915,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.046487221972703024,row,intermittent,svd,False,-0.0,3.130560974343571,1.0,5.228379859115564,,
nonnegative_nnmf,non-convex,-0.24651828352404384,,False,0.0,0.0,0.0,2,1.630187669094217,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.04651828352404383,row,intermittent,nnmf,False,-0.0,9.047738369031023,1.0,5.244358351185294,,
final_clip,non-convex,-0.23712938798398517,,False,0.0,0.0,0.0,6,1.6415772462556235,DebiasConvex,1,12,12,1.0,0.05,-0.2,-0.03712938798398516,row,intermittent,,,,,,,-0.23320060106857507,-0.0039287869154100985
raw,non-convex,-0.30689796424191673,0.1809317974643304,True,0.7983763507975237,0.0,0.0,2,1.0322621738057238,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.10689796424191672,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,-0.3068981387058984,,False,0.7983763459555506,0.0,0.0,2,1.0322621737241318,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.10689813870589837,staggered,dense,svd,False,-0.0,4.7620354381496,1.0,4.23576428051259,,
nonnegative_nnmf,non-convex,-0.3069213722026248,,False,0.7995012719156493,0.0,0.0,2,1.0322510820460866,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.10692137220262476,staggered,dense,nnmf,False,-0.0,4.761225168183014,1.0,4.2357687309920395,,
final_clip,non-convex,-0.30689796424191673,,False,0.7983763507975237,0.0,0.0,2,1.0322621738057238,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.10689796424191672,staggered,dense,,,,,,,-0.30689796424191673,0.0
raw,non-convex,0.03360812912955334,0.20267421510832967,True,1.479084168349335,0.0,0.0,2,1.0425009623606272,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.23360812912955337,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,0.03360813489857994,,False,1.4790841616982695,0.0,0.0,2,1.0425009624123707,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.23360813489857996,staggered,dense,svd,False,-0.0,8.0636373005947,1.0,6.517196444400646,,
nonnegative_nnmf,non-convex,0.033379222104393896,,False,1.480579946373482,0.0,0.0,2,1.0424888409513338,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.2333792221043939,staggered,dense,nnmf,False,-0.0,8.063465274279265,1.0,6.517197495121129,,
final_clip,non-convex,0.03360812912955334,,False,1.479084168349335,0.0,0.0,2,1.0425009623606272,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.23360812912955337,staggered,dense,,,,,,,0.03360812912955334,0.0
raw,non-convex,-0.2546373470452422,0.17341577428806992,True,-0.4688597858708181,0.0763888888888889,1.374939369226503,2,1.651296016608318,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.0546373470452422,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.25719726789231623,,False,0.0,0.0,0.0,5,1.5759830795153726,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.05719726789231622,staggered,intermittent,svd,False,-0.0,3.2292712891877042,1.0,5.4065664414388825,,
nonnegative_nnmf,non-convex,-0.24151065371464628,,False,0.0,0.0,0.0,2,1.5658560704520377,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.04151065371464627,staggered,intermittent,nnmf,False,-0.0,10.74926708956352,1.0,5.484834757680947,,
final_clip,non-convex,-0.25514235972478033,,False,0.0,0.0,0.0,5,1.576894006056509,DebiasConvex,0,12,12,1.0,0.05,-0.2,-0.05514235972478032,staggered,intermittent,,,,,,,-0.2546373470452422,-0.0005050126795381193
raw,non-convex,0.015818965391439555,0.048177726588182306,True,-0.561134018474622,0.3333333333333333,6.903581417147351,2,1.207970227944568,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.21581896539143958,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.14018888061675205,,False,0.0,0.0,0.0,9,1.1680723452453536,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.05981111938324796,staggered,intermittent,svd,False,-0.0,36737340066.39122,1.0,3.444101179865581,,
nonnegative_nnmf,non-convex,-0.15080379519567255,,False,0.0,0.0,0.0,2,1.1649765264721537,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.04919620480432746,staggered,intermittent,nnmf,False,-0.0,17.732013877725326,1.0,3.7005910281930885,,
final_clip,non-convex,-0.09970238363781574,,False,0.0,0.0,0.0,8,1.1716628725140101,DebiasConvex,1,12,12,1.0,0.05,-0.2,0.10029761636218427,staggered,intermittent,,,,,,,0.015818965391439555,-0.11552134902925529
raw,non-convex,-0.5140698428796744,0.1733545555398123,True,2.0041500322251506,0.0,0.0,2,1.0391326900531974,DebiasConvex,0,12,12,1.0,0.05,0.2,-0.7140698428796743,block,dense,,,,,,,,
nonnegative_svd,non-convex,-0.5140695803213085,,False,2.0041499758670236,0.0,0.0,2,1.0391326912766214,DebiasConvex,0,12,12,1.0,0.05,0.2,-0.7140695803213084,block,dense,svd,False,-0.0,7.302871513592194,1.0,5.892634498359041,,
nonnegative_nnmf,non-convex,-0.5145735429919589,,False,2.003759577685905,0.0,0.0,2,1.0391194372048542,DebiasConvex,0,12,12,1.0,0.05,0.2,-0.7145735429919589,block,dense,nnmf,False,-0.0,7.301694041061642,1.0,5.89263846554492,,
final_clip,non-convex,-0.5140698428796743,,False,2.0041500322251506,0.0,0.0,2,1.0391326900531974,DebiasConvex,0,12,12,1.0,0.05,0.2,-0.7140698428796743,block,dense,,,,,,,-0.5140698428796744,1.1102230246251565e-16
raw,non-convex,18.943104043861705,100.35659926715357,True,-13.535246758546378,0.25,475.87865229843965,2,1.291963220603742,DebiasConvex,1,12,12,1.0,0.05,0.2,18.743104043861706,block,dense,,,,,,,,
nonnegative_svd,non-convex,1.0660835340201702,,False,1.6805824037653645,0.0,0.0,2,1.0405890015276669,DebiasConvex,1,12,12,1.0,0.05,0.2,0.8660835340201702,block,dense,svd,False,-0.0,11.849783965718196,1.0,9.831603502051456,,
nonnegative_nnmf,non-convex,1.0660096410929296,,False,1.6835621168594492,0.0,0.0,2,1.0405816766139335,DebiasConvex,1,12,12,1.0,0.05,0.2,0.8660096410929297,block,dense,nnmf,False,-0.0,11.848508154196633,1.0,9.831605435162745,,
final_clip,non-convex,5.7242525911272715,,False,0.0,0.0,0.0,4,1.1196874544249114,DebiasConvex,1,12,12,1.0,0.05,0.2,5.524252591127271,block,dense,,,,,,,18.943104043861705,-13.218851452734434
raw,non-convex,0.4089536644063695,0.08884885255695237,True,-0.8383174716940391,0.2638888888888889,7.744218302261801,2,1.3229664050815937,DebiasConvex,0,12,12,1.0,0.05,0.2,0.20895366440636948,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.29445726986513776,,False,0.0,0.0,0.0,10,1.219714814892117,DebiasConvex,0,12,12,1.0,0.05,0.2,0.09445726986513775,block,intermittent,svd,False,-0.0,542863727013.2037,1.0,3.41462541735025,,
nonnegative_nnmf,non-convex,0.24320450605644595,,False,0.0,0.0,0.0,2,1.2385575206852473,DebiasConvex,0,12,12,1.0,0.05,0.2,0.043204506056445935,block,intermittent,nnmf,False,-0.0,13.621640353784073,1.0,4.023421447050121,,
final_clip,non-convex,0.3385211185964578,,False,0.0,0.0,0.0,10,1.217341987672647,DebiasConvex,0,12,12,1.0,0.05,0.2,0.13852111859645777,block,intermittent,,,,,,,0.4089536644063695,-0.0704325458099117
raw,non-convex,0.061267402836203265,0.15327078933789148,True,-0.5841081055287161,0.2361111111111111,5.923453467916214,2,1.1962779952067746,DebiasConvex,1,12,12,1.0,0.05,0.2,-0.13873259716379674,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.03776383331160877,,False,0.0,0.0,0.0,11,1.1632614311903964,DebiasConvex,1,12,12,1.0,0.05,0.2,-0.16223616668839125,block,intermittent,svd,False,-0.0,4497140107.767311,1.0,2.9644633808037293,,
nonnegative_nnmf,non-convex,0.018396444538037713,,False,0.0,0.0,0.0,2,1.1555971072682731,DebiasConvex,1,12,12,1.0,0.05,0.2,-0.1816035554619623,block,intermittent,nnmf,False,-0.0,3.1889623941087537,1.0,3.637240629639614,,
final_clip,non-convex,0.058208347598809516,,False,0.0,0.0,0.0,11,1.1655742734293948,DebiasConvex,1,12,12,1.0,0.05,0.2,-0.1417916524011905,block,intermittent,,,,,,,0.061267402836203265,-0.0030590552373937485
raw,non-convex,0.5089106513298607,0.2786389819800004,True,0.9232005077139851,0.0,0.0,2,1.0197167754254897,DebiasConvex,0,12,12,1.0,0.05,0.2,0.3089106513298607,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,0.5089106513298607,,False,0.9232005077139851,0.0,0.0,2,1.0197167754254897,DebiasConvex,0,12,12,1.0,0.05,0.2,0.3089106513298607,sparse,dense,svd,False,-0.0,14.486187683875023,1.0,10.957036743567896,,
nonnegative_nnmf,non-convex,0.508824608231356,,False,0.9197469425647925,0.0,0.0,2,1.0197167025269076,DebiasConvex,0,12,12,1.0,0.05,0.2,0.308824608231356,sparse,dense,nnmf,False,-0.0,14.488239394850973,1.0,10.95704167494583,,
final_clip,non-convex,0.5089106513298607,,False,0.9232005077139851,0.0,0.0,2,1.0197167754254897,DebiasConvex,0,12,12,1.0,0.05,0.2,0.3089106513298607,sparse,dense,,,,,,,0.5089106513298607,0.0
raw,non-convex,0.09778193970277249,0.16185778645666174,True,1.1649457968095294,0.0,0.0,2,1.070186407531776,DebiasConvex,1,12,12,1.0,0.05,0.2,-0.10221806029722752,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,0.09778193932945589,,False,1.1649457969852883,0.0,0.0,2,1.0701864075279346,DebiasConvex,1,12,12,1.0,0.05,0.2,-0.10221806067054412,sparse,dense,svd,False,-0.0,11.828598830599116,1.0,8.609044987162573,,
nonnegative_nnmf,non-convex,0.09766413757806595,,False,1.1695023380113303,0.0,0.0,2,1.070169330387151,DebiasConvex,1,12,12,1.0,0.05,0.2,-0.10233586242193406,sparse,dense,nnmf,False,-0.0,11.829306448784404,1.0,8.60904844575742,,
final_clip,non-convex,0.09778193970277249,,False,1.1649457968095294,0.0,0.0,2,1.070186407531776,DebiasConvex,1,12,12,1.0,0.05,0.2,-0.10221806029722752,sparse,dense,,,,,,,0.09778193970277249,0.0
raw,non-convex,0.37600223108769554,0.09834189818327443,True,-0.7569388172593918,0.2847222222222222,8.466437762760272,2,1.3044905267549325,DebiasConvex,0,12,12,1.0,0.05,0.2,0.17600223108769553,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.2742635137213743,,False,0.0,0.0,0.0,8,1.2135239166803091,DebiasConvex,0,12,12,1.0,0.05,0.2,0.0742635137213743,sparse,intermittent,svd,False,-0.0,3.9074765737415156,1.0,4.036615009977434,,
nonnegative_nnmf,non-convex,0.24704161483387782,,False,0.0,0.0,0.0,2,1.2398340919140651,DebiasConvex,0,12,12,1.0,0.05,0.2,0.04704161483387781,sparse,intermittent,nnmf,False,-0.0,16.037947967862067,1.0,4.564614261601972,,
final_clip,non-convex,0.301485001104964,,False,0.0,0.0,0.0,7,1.2127573870262252,DebiasConvex,0,12,12,1.0,0.05,0.2,0.101485001104964,sparse,intermittent,,,,,,,0.37600223108769554,-0.07451722998273153
raw,non-convex,0.28265235295716334,0.023304978120332148,True,-0.4026167178033612,0.2916666666666667,2.9802577603935747,2,1.0328278177373735,DebiasConvex,1,12,12,1.0,0.05,0.2,0.08265235295716333,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.2471824432791699,,False,0.0,0.0,0.0,8,1.0264356002359154,DebiasConvex,1,12,12,1.0,0.05,0.2,0.0471824432791699,sparse,intermittent,svd,False,-0.0,2.4840903817880555,1.0,1.0195605164562214,,
