method,dc_mode,tau,std,inference_valid,baseline_min,negative_fraction,negative_mass,rank,stable_rank,solver,rep,n_rows,n_cols,margin,noise,tau_true,tau_error,pattern,outcome_mode,method_non_neg,std_available,max_negative_magnitude,projected_design_min_eigenvalue,projected_design_condition_number,residual_frobenius_norm,tau_raw,tau_shift
raw,non-convex,-0.05370318189158664,0.10552715468829468,True,-0.511783315904266,0.165,9.929149402719336,2,1.7246049811196982,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.14629681810841338,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.1457876818951911,,False,0.0,0.0,0.0,7,1.6005926779928146,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.05421231810480892,block,intermittent,svd,False,-0.0,20.260810221392227,1.0,10.045303127942663,,
nonnegative_nnmf,non-convex,-0.1782899159250511,,False,0.0,0.0,0.0,2,1.596275198262202,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.0217100840749489,block,intermittent,nnmf,False,-0.0,32.19172028801784,1.0,10.16012660041241,,
final_clip,non-convex,-0.09986815750099393,,False,0.0,0.0,0.0,11,1.5965593036059977,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.10013184249900609,block,intermittent,,,,,,,-0.05370318189158664,-0.046164975609407286
raw,non-convex,-0.11827642386786158,0.03147081866065272,True,-0.3591391839448765,0.1475,4.5072399694749645,2,1.595449647684218,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.08172357613213843,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.1536766846661046,,False,0.0,0.0,0.0,11,1.5453865526560329,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.046323315333895415,block,intermittent,svd,False,-0.0,161201700801786.53,1.0,5.81142414129647,,
nonnegative_nnmf,non-convex,-0.17198479290269716,,False,0.0,0.0,0.0,2,1.5305166700485744,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.028015207097302847,block,intermittent,nnmf,False,-0.0,42.766355805235264,1.0,5.908674830962937,,
final_clip,non-convex,-0.13779179290405563,,False,0.0,0.0,0.0,12,1.5507536368889294,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.06220820709594438,block,intermittent,,,,,,,-0.11827642386786158,-0.019515369036194052
raw,non-convex,-0.0886022835411127,0.12851252913938027,True,0.7724767838119256,0.0,0.0,2,1.025139428573343,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.11139771645888731,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,-0.08860225780790917,,False,0.7724766606411461,0.0,0.0,2,1.0251394287188402,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.11139774219209084,sparse,dense,svd,False,-0.0,47.0899838914021,1.0,20.048407317898686,,
nonnegative_nnmf,non-convex,-0.0899020607189268,,False,0.8145579017475276,0.0,0.0,2,1.0251009732893728,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.11009793928107321,sparse,dense,nnmf,False,-0.0,47.08678142945553,1.0,20.04846118889444,,
final_clip,non-convex,-0.0886022835411127,,False,0.7724767838119256,0.0,0.0,2,1.025139428573343,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.11139771645888731,sparse,dense,,,,,,,-0.0886022835411127,0.0
raw,non-convex,-0.26884557860025043,0.07801047045194844,True,0.1290578217889788,0.0,0.0,2,1.072732475717356,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.06884557860025042,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,-0.2688455812257244,,False,0.12905782419143036,0.0,0.0,2,1.0727324756131116,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.06884558122572437,sparse,dense,svd,False,-0.0,43.229954043090956,1.0,10.654280131575089,,
nonnegative_nnmf,non-convex,-0.26906563849214915,,False,0.13561835534296462,0.0,0.0,2,1.0727015699146658,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.06906563849214914,sparse,dense,nnmf,False,-0.0,43.23013124609642,1.0,10.654288561590759,,
final_clip,non-convex,-0.26884557860025043,,False,0.1290578217889788,0.0,0.0,2,1.072732475717356,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.06884557860025042,sparse,dense,,,,,,,-0.26884557860025043,0.0
raw,non-convex,-0.13911366540761866,0.054842694357653016,True,-0.37571245128480935,0.12,5.327235040723995,2,1.2426853688326798,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.06088633459238135,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.15546629888300584,,False,0.0,0.0,0.0,9,1.2339643068454074,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.04453370111699417,sparse,intermittent,svd,False,-0.0,20.593061995446746,1.0,7.208684969815775,,
nonnegative_nnmf,non-convex,-0.16286681780444215,,False,0.0,0.0,0.0,2,1.2353479609319304,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.03713318219555786,sparse,intermittent,nnmf,False,-0.0,51.13612878021,1.0,7.319250217836535,,
final_clip,non-convex,-0.15089451015413968,,False,0.0,0.0,0.0,8,1.2335910411281037,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.04910548984586033,sparse,intermittent,,,,,,,-0.13911366540761866,-0.011780844746521024
raw,non-convex,0.0027181198688401736,0.07229971929154697,True,-0.7612763169607021,0.1075,6.576816148232372,2,1.7870804917168952,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.2027181198688402,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.03802712932506043,,False,0.0,0.0,0.0,11,1.673927948683295,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.1619728706749396,sparse,intermittent,svd,False,-0.0,10.627545951061972,1.0,8.551963381700228,,
nonnegative_nnmf,non-convex,-0.05820210420595186,,False,0.0,0.0,0.0,2,1.6576958873483492,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.14179789579404817,sparse,intermittent,nnmf,False,-0.0,38.71091147413361,1.0,8.729251141011009,,
final_clip,non-convex,-0.026171149077063093,,False,0.0,0.0,0.0,10,1.6767154091366514,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.17382885092293693,sparse,intermittent,,,,,,,0.0027181198688401736,-0.028889268945903268
raw,non-convex,-0.22305989448547053,0.11750739352300964,True,1.0236403933179667,0.0,0.0,2,1.0508626344885832,DebiasConvex,0,20,20,0.05,0.05,-0.2,-0.023059894485470522,row,dense,,,,,,,,
nonnegative_svd,non-convex,-0.22305991041322087,,False,1.0236403963520249,0.0,0.0,2,1.050862634335324,DebiasConvex,0,20,20,0.05,0.05,-0.2,-0.023059910413220863,row,dense,svd,False,-0.0,20.428902326532576,1.0,10.878741873830325,,
nonnegative_nnmf,non-convex,-0.22335835250257263,,False,1.0284808143316946,0.0,0.0,2,1.0508471330475146,DebiasConvex,0,20,20,0.05,0.05,-0.2,-0.02335835250257262,row,dense,nnmf,False,-0.0,20.425541574182827,1.0,10.878749508526077,,
final_clip,non-convex,-0.22305989448547053,,False,1.0236403933179667,0.0,0.0,2,1.0508626344885832,DebiasConvex,0,20,20,0.05,0.05,-0.2,-0.023059894485470522,row,dense,,,,,,,-0.22305989448547053,0.0
raw,non-convex,0.007742067941046784,0.1375235978949145,True,2.3067415535916767,0.0,0.0,2,1.016094310121152,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.2077420679410468,row,dense,,,,,,,,
nonnegative_svd,non-convex,0.007742066574042488,,False,2.306741555252127,0.0,0.0,2,1.0160943101185929,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.2077420665740425,row,dense,svd,False,-0.0,24.022486125889937,1.0,12.014301460088657,,
nonnegative_nnmf,non-convex,0.006879594849321822,,False,2.3211193076270713,0.0,0.0,2,1.0160796499088236,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.20687959484932184,row,dense,nnmf,False,-0.0,24.022838299208196,1.0,12.014377703811196,,
final_clip,non-convex,0.007742067941046784,,False,2.3067415535916767,0.0,0.0,2,1.016094310121152,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.2077420679410468,row,dense,,,,,,,0.007742067941046784,0.0
raw,non-convex,0.08797941511170729,0.06603096749768779,True,-1.1233022268009925,0.2775,28.48380837110004,2,1.2800654091822017,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.2879794151117073,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.09360840281110758,,False,0.0,0.0,0.0,17,1.2255774622095905,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.10639159718889243,row,intermittent,svd,False,-0.0,1.0206586160718196,1.0,9.411692935463682,,
nonnegative_nnmf,non-convex,-0.14184761583403827,,False,0.0,0.0,0.0,2,1.2069652112984568,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.058152384165961746,row,intermittent,nnmf,False,-0.0,40.34400384084546,1.0,10.83592584353546,,
final_clip,non-convex,-0.022164716119945988,,False,0.0,0.0,0.0,18,1.226902312451354,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.177835283880054,row,intermittent,,,,,,,0.08797941511170729,-0.11014413123165327
raw,non-convex,-0.17302515171091185,0.021930278530105925,True,-0.5715794749461255,0.2375,10.784541199815868,2,1.201297589318666,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.026974848289088166,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.2350064774768617,,False,0.0,0.0,0.0,11,1.1758635390722074,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.0350064774768617,row,intermittent,svd,False,-0.0,8.898468307181442,1.0,4.299438197565207,,
nonnegative_nnmf,non-convex,-0.2390525215848409,,False,0.0,0.0,0.0,2,1.173000624318924,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.03905252158484088,row,intermittent,nnmf,False,-0.0,26.549240534437388,1.0,4.896387605120171,,
final_clip,non-convex,-0.19752899332363022,,False,0.0,0.0,0.0,13,1.1783186796688339,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.0024710066763697913,row,intermittent,,,,,,,-0.17302515171091185,-0.024503841612718374
raw,non-convex,-0.2926274160379161,0.16162023511381735,True,1.3006690822272282,0.0,0.0,2,1.0346164925424133,DebiasConvex,0,20,20,0.05,0.05,-0.2,-0.09262741603791608,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,-0.2926273441202229,,False,1.3006690435742836,0.0,0.0,2,1.03461649279489,DebiasConvex,0,20,20,0.05,0.05,-0.2,-0.09262734412022289,staggered,dense,svd,False,-0.0,25.54972590284826,1.0,17.515603584978983,,
nonnegative_nnmf,non-convex,-0.2931047025171364,,False,1.3038429816223782,0.0,0.0,2,1.0346048007730173,DebiasConvex,0,20,20,0.05,0.05,-0.2,-0.09310470251713637,staggered,dense,nnmf,False,-0.0,25.548713316931426,1.0,17.515610789747182,,
final_clip,non-convex,-0.2926274160379161,,False,1.3006690822272282,0.0,0.0,2,1.0346164925424133,DebiasConvex,0,20,20,0.05,0.05,-0.2,-0.09262741603791608,staggered,dense,,,,,,,-0.2926274160379161,0.0
raw,non-convex,-0.14457383583256436,0.10615845019704935,True,0.03335945505061798,0.0,0.0,2,1.0330900930790796,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.05542616416743565,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,-0.14457383536002677,,False,0.03335945500485161,0.0,0.0,2,1.0330900930812654,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.05542616463997324,staggered,dense,svd,False,-0.0,25.558649763521252,1.0,10.233478880919575,,
nonnegative_nnmf,non-convex,-0.1448185351056098,,False,0.041663279581938495,0.0,0.0,2,1.0330809649166748,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.055181464894390214,staggered,dense,nnmf,False,-0.0,25.556985477528208,1.0,10.233487133921006,,
final_clip,non-convex,-0.14457383583256433,,False,0.03335945505061798,0.0,0.0,2,1.0330900930790796,DebiasConvex,1,20,20,0.05,0.05,-0.2,0.055426164167435676,staggered,dense,,,,,,,-0.14457383583256436,2.7755575615628914e-17
raw,non-convex,-0.07884198316739124,0.06481447774844301,True,-0.43325486886575365,0.0925,3.9748545548977323,2,1.4246462134737852,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.12115801683260877,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.10652406397002993,,False,0.0,0.0,0.0,8,1.4062136228901514,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.09347593602997008,staggered,intermittent,svd,False,-0.0,4922496637451.111,1.0,7.911144918300473,,
nonnegative_nnmf,non-convex,-0.15242419642837748,,False,0.0,0.0,0.0,2,1.4027381453046652,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.04757580357162253,staggered,intermittent,nnmf,False,-0.0,40.622035576832516,1.0,8.01303512077344,,
final_clip,non-convex,-0.09069049035329595,,False,0.0,0.0,0.0,10,1.405287793091768,DebiasConvex,0,20,20,0.05,0.05,-0.2,0.10930950964670406,staggered,intermittent,,,,,,,-0.07884198316739124,-0.011848507185904703
raw,non-convex,-0.24711848402010508,0.08275099320996489,True,-0.23232387643422675,0.1,3.5399723176425093,2,1.3229839804111043,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.04711848402010507,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.2673337190605318,,False,0.0,0.0,0.0,10,1.31475719522155,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.06733371906053182,staggered,intermittent,svd,False,-0.0,3548010512917.2437,1.0,10.29377648273328,,
nonnegative_nnmf,non-convex,-0.2648718410085495,,False,0.0,0.0,0.0,2,1.314786953190145,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.06487184100854948,staggered,intermittent,nnmf,False,-0.0,26.476374685406405,1.0,10.339843035223495,,
final_clip,non-convex,-0.2526089591341627,,False,0.0,0.0,0.0,8,1.316248684308917,DebiasConvex,1,20,20,0.05,0.05,-0.2,-0.05260895913416269,staggered,intermittent,,,,,,,-0.24711848402010508,-0.005490475114057619
raw,non-convex,0.033252755934898466,0.19694792180972404,True,0.03855907406554692,0.0,0.0,2,1.0355922848266772,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.16674724406510155,block,dense,,,,,,,,
nonnegative_svd,non-convex,0.033252764546179606,,False,0.03855907126826353,0.0,0.0,2,1.0355922848595545,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.16674723545382042,block,dense,svd,False,-0.0,20.681756252006334,1.0,17.46128780653176,,
nonnegative_nnmf,non-convex,0.032882796680692945,,False,0.04105017138622057,0.0,0.0,2,1.0355770180506407,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.16711720331930707,block,dense,nnmf,False,-0.0,20.683389053892586,1.0,17.46129492115757,,
final_clip,non-convex,0.033252755934898466,,False,0.03855907406554692,0.0,0.0,2,1.0355922848266772,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.16674724406510155,block,dense,,,,,,,0.033252755934898466,0.0
raw,non-convex,-0.14123162260720265,0.1817887232762415,True,-0.032798075006110074,0.0025,0.032798075006110074,2,1.0367725780736994,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.34123162260720263,block,dense,,,,,,,,
nonnegative_svd,non-convex,-0.14123156936789324,,False,0.0,0.0,0.0,3,1.0367503001497218,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.34123156936789323,block,dense,svd,False,-0.0,20.639186955057824,1.0,17.402274199597144,,
nonnegative_nnmf,non-convex,-0.1420919865809983,,False,0.0,0.0,0.0,2,1.0367176963790468,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.3420919865809983,block,dense,nnmf,False,-0.0,24.208859088840597,1.0,17.4024178916569,,
final_clip,non-convex,-0.14123162260720265,,False,0.0,0.0,0.0,3,1.036750299944568,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.34123162260720263,block,dense,,,,,,,-0.14123162260720265,0.0
raw,non-convex,0.326405487710219,0.15437784240345484,True,-0.6769272738312626,0.1275,10.182632228972397,2,1.7650854061887502,DebiasConvex,0,20,20,0.05,0.05,0.2,0.12640548771021898,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.1984812676100499,,False,0.0,0.0,0.0,8,1.6225127078012096,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.0015187323899501226,block,intermittent,svd,False,-0.0,3977838702.8056355,1.0,12.409378066187985,,
nonnegative_nnmf,non-convex,0.19816224519162406,,False,0.0,0.0,0.0,2,1.6215201868383864,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.0018377548083759465,block,intermittent,nnmf,False,-0.0,24.849221692221974,1.0,12.61756897913624,,
final_clip,non-convex,0.28339085182913737,,False,0.0,0.0,0.0,12,1.6453233785120913,DebiasConvex,0,20,20,0.05,0.05,0.2,0.08339085182913736,block,intermittent,,,,,,,0.326405487710219,-0.04301463588108162
raw,non-convex,0.2906619511581706,0.050862812319234646,True,-0.983038819937394,0.1775,7.551268183317079,2,1.1772020490279602,DebiasConvex,1,20,20,0.05,0.05,0.2,0.0906619511581706,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.21829487957254798,,False,0.0,0.0,0.0,10,1.1577554982742289,DebiasConvex,1,20,20,0.05,0.05,0.2,0.018294879572547967,block,intermittent,svd,False,-0.0,14658805786885.266,1.0,6.7807999939170935,,
nonnegative_nnmf,non-convex,0.12386273886946988,,False,0.0,0.0,0.0,2,1.1589595568886875,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.07613726113053013,block,intermittent,nnmf,False,-0.0,28.21008110538875,1.0,6.993037850874862,,
final_clip,non-convex,0.2594115958642684,,False,0.0,0.0,0.0,12,1.1543248911412949,DebiasConvex,1,20,20,0.05,0.05,0.2,0.05941159586426836,block,intermittent,,,,,,,0.2906619511581706,-0.03125035529390224
raw,non-convex,0.12082280917014043,0.06587438873128736,True,0.4060211679035541,0.0,0.0,2,1.0590002456003744,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.07917719082985958,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,0.12082280702632521,,False,0.4060211710755522,0.0,0.0,2,1.059000245559031,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.0791771929736748,sparse,dense,svd,False,-0.0,39.43510185223032,1.0,8.430765398255945,,
nonnegative_nnmf,non-convex,0.12060446876517968,,False,0.40972845219662024,0.0,0.0,2,1.0589856218770912,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.07939553123482034,sparse,dense,nnmf,False,-0.0,39.435535288312074,1.0,8.430770027506004,,
final_clip,non-convex,0.12082280917014045,,False,0.4060211679035541,0.0,0.0,2,1.0590002456003744,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.07917719082985956,sparse,dense,,,,,,,0.12082280917014043,1.3877787807814457e-17
raw,non-convex,0.3714631658904935,0.0832842003569564,True,0.07187774857551375,0.0,0.0,2,1.038458238766105,DebiasConvex,1,20,20,0.05,0.05,0.2,0.17146316589049349,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,0.3714631658904935,,False,0.07187774857551375,0.0,0.0,2,1.038458238766105,DebiasConvex,1,20,20,0.05,0.05,0.2,0.17146316589049349,sparse,dense,svd,False,-0.0,42.6028560632285,1.0,10.214151207433972,,
nonnegative_nnmf,non-convex,0.3714192337689364,,False,0.07384303525022896,0.0,0.0,2,1.0384459104406092,DebiasConvex,1,20,20,0.05,0.05,0.2,0.17141923376893636,sparse,dense,nnmf,False,-0.0,42.60282213911016,1.0,10.21415551282496,,
final_clip,non-convex,0.3714631658904935,,False,0.07187774857551375,0.0,0.0,2,1.038458238766105,DebiasConvex,1,20,20,0.05,0.05,0.2,0.17146316589049349,sparse,dense,,,,,,,0.3714631658904935,0.0
raw,non-convex,0.2102549233530133,0.07813626589466083,True,-0.45197524123994093,0.0775,4.298191853697908,2,1.6941093554635027,DebiasConvex,0,20,20,0.05,0.05,0.2,0.010254923353013284,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.20111799107595113,,False,0.0,0.0,0.0,8,1.625114309162115,DebiasConvex,0,20,20,0.05,0.05,0.2,0.0011179910759511191,sparse,intermittent,svd,False,-0.0,19.16549857671047,1.0,10.849933838397817,,
nonnegative_nnmf,non-convex,0.192031791736799,,False,0.0,0.0,0.0,2,1.6097645325898091,DebiasConvex,0,20,20,0.05,0.05,0.2,-0.007968208263201021,sparse,intermittent,nnmf,False,-0.0,43.82911048112605,1.0,10.958803691198655,,
final_clip,non-convex,0.20365984877695062,,False,0.0,0.0,0.0,8,1.6268856619738268,DebiasConvex,0,20,20,0.05,0.05,0.2,0.0036598487769506083,sparse,intermittent,,,,,,,0.2102549233530133,-0.006595074576062676
raw,non-convex,0.3071493251093207,0.08058484540322393,True,-0.43721274815341715,0.15,7.367742171394542,2,1.2828923733404958,DebiasConvex,1,20,20,0.05,0.05,0.2,0.10714932510932068,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.28460538463303725,,False,0.0,0.0,0.0,10,1.268663393087688,DebiasConvex,1,20,20,0.05,0.05,0.2,0.08460538463303724,sparse,intermittent,svd,False,-0.0,10.69914101344828,1.0,10.460781166148312,,
nonnegative_nnmf,non-convex,0.2683901769969721,,False,0.0,0.0,0.0,2,1.2699812169209574,DebiasConvex,1,20,20,0.05,0.05,0.2,0.06839017699697209,sparse,intermittent,nnmf,False,-0.0,38.33980236951268,1.0,10.611120026297028,,
final_clip,non-convex,0.29207522359354815,,False,0.0,0.0,0.0,10,1.2682237498426978,DebiasConvex,1,20,20,0.05,0.05,0.2,0.09207522359354814,sparse,intermittent,,,,,,,0.3071493251093207,-0.015074101515772542
raw,non-convex,0.20011474565576798,0.17406083327657074,True,0.12792871907113842,0.0,0.0,2,1.0389381175082386,DebiasConvex,0,20,20,0.05,0.05,0.2,0.00011474565576796714,row,dense,,,,,,,,
nonnegative_svd,non-convex,0.20011482910717263,,False,0.1279287288090233,0.0,0.0,2,1.038938117924897,DebiasConvex,0,20,20,0.05,0.05,0.2,0.00011482910717261485,row,dense,svd,False,-0.0,23.591551896680677,1.0,15.62229116444061,,
nonnegative_nnmf,non-convex,0.20005087562335724,,False,0.1310275278177606,0.0,0.0,2,1.0389308297328037,DebiasConvex,0,20,20,0.05,0.05,0.2,5.0875623357232724e-05,row,dense,nnmf,False,-0.0,23.592494090772817,1.0,15.62229278499616,,
final_clip,non-convex,0.20011474565576798,,False,0.12792871907113842,0.0,0.0,2,1.0389381175082386,DebiasConvex,0,20,20,0.05,0.05,0.2,0.00011474565576796714,row,dense,,,,,,,0.20011474565576798,0.0
raw,non-convex,0.1910628375228338,0.19891764582812363,True,0.6491068195939586,0.0,0.0,2,1.027177639867488,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.008937162477166222,row,dense,,,,,,,,
nonnegative_svd,non-convex,0.19106282246286316,,False,0.649106838351562,0.0,0.0,2,1.0271776398104058,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.008937177537136853,row,dense,svd,False,-0.0,17.965070261480236,1.0,15.252221679465675,,
nonnegative_nnmf,non-convex,0.1902542850732949,,False,0.6569622842003887,0.0,0.0,2,1.0271665444101756,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.009745714926705118,row,dense,nnmf,False,-0.0,17.964774539582788,1.0,15.252229463270732,,
final_clip,non-convex,0.19106283752283382,,False,0.6491068195939586,0.0,0.0,2,1.027177639867488,DebiasConvex,1,20,20,0.05,0.05,0.2,-0.008937162477166194,row,dense,,,,,,,0.1910628375228338,2.7755575615628914e-17
raw,non-convex,0.35407147118025833,0.11339181296299658,True,-0.31477322727641466,0.1975,6.115306434589442,2,1.7219223456652926,DebiasConvex,0,20,20,0.05,0.05,0.2,0.15407147118025832,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.27631003776127916,,False,0.0,0.0,0.0,13,1.6769024657469374,DebiasConvex,0,20,20,0.05,0.05,0.2,0.07631003776127915,row,intermittent,svd,False,-0.0,2784799966128.277,1.0,8.966992346293033,,
nonnegative_nnmf,non-convex,0.24149263980340252,,False,0.0,0.0,0.0,2,1.656880991728399,DebiasConvex,0,20,20,0.05,0.05,0.2,0.04149263980340251,row,intermittent,nnmf,False,-0.0,20.648208398372553,1.0,8.993636859566632,,
final_clip,non-convex,0.31907391435104415,,False,0.0,0.0,0.0,13,1.6961131738361566,DebiasConvex,0,20,20,0.05,0.05,0.2,0.11907391435104414,row,intermittent,,,,,,,0.35407147118025833,-0.03499755682921418
raw,non-convex,0.3507669992093665,0.11198997412139775,True,-0.5278397259699611,0.175,12.877946750896205,2,1.526653513454896,DebiasConvex,1,20,20,0.05,0.05,0.2,0.15076699920936648,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.2373882326114389,,False,0.0,0.0,0.0,9,1.4675686035379978,DebiasConvex,1,20,20,0.05,0.05,0.2,0.03738823261143889,row,intermittent,svd,False,-0.0,11.50705387443505,1.0,10.825266941113751,,
nonnegative_nnmf,non-convex,0.2026910027485261,,False,0.0,0.0,0.0,2,1.4625228961256946,DebiasConvex,1,20,20,0.05,0.05,0.2,0.0026910027485261,row,intermittent,nnmf,False,-0.0,21.370706235171458,1.0,11.080014890398594,,
final_clip,non-convex,0.3120894643007089,,False,0.0,0.0,0.0,10,1.460315104500951,DebiasConvex,1,20,20,0.05,0.05,0.2,0.11208946430070887,row,intermittent,,,,,,,0.3507669992093665,-0.03867753490865761
raw,non-convex,0.25582256593074987,0.16655151742839436,True,0.7559949518097222,0.0,0.0,2,1.0323571633804403,DebiasConvex,0,20,20,0.05,0.05,0.2,0.05582256593074986,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,0.25582266669294196,,False,0.7559949662554236,0.0,0.0,2,1.0323571638559565,DebiasConvex,0,20,20,0.05,0.05,0.2,0.05582266669294195,staggered,dense,svd,False,-0.0,23.35367369143492,1.0,17.38742151335435,,
nonnegative_nnmf,non-convex,0.25552598951180255,,False,0.7678428647463863,0.0,0.0,2,1.0323241204422557,DebiasConvex,0,20,20,0.05,0.05,0.2,0.05552598951180254,staggered,dense,nnmf,False,-0.0,23.35237107571862,1.0,17.38744389024641,,
final_clip,non-convex,0.25582256593074987,,False,0.7559949518097222,0.0,0.0,2,1.0323571633804403,DebiasConvex,0,20,20,0.05,0.05,0.2,0.05582256593074986,staggered,dense,,,,,,,0.25582256593074987,0.0
raw,non-convex,0.24999265974243595,0.13258580426948782,True,1.348402421017612,0.0,0.0,2,1.0387163815659042,DebiasConvex,1,20,20,0.05,0.05,0.2,0.04999265974243594,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,0.24999276651258479,,False,1.3484022787404122,0.0,0.0,2,1.038716382302554,DebiasConvex,1,20,20,0.05,0.05,0.2,0.049992766512584774,staggered,dense,svd,False,-0.0,24.456287293329407,1.0,15.850951889058278,,
nonnegative_nnmf,non-convex,0.24913246340383882,,False,1.369171763654364,0.0,0.0,2,1.038697690273759,DebiasConvex,1,20,20,0.05,0.05,0.2,0.04913246340383881,staggered,dense,nnmf,False,-0.0,24.455157049174563,1.0,15.850974082151616,,
final_clip,non-convex,0.24999265974243595,,False,1.348402421017612,0.0,0.0,2,1.0387163815659042,DebiasConvex,1,20,20,0.05,0.05,0.2,0.04999265974243594,staggered,dense,,,,,,,0.24999265974243595,0.0
raw,non-convex,0.36847361821213837,0.06676240877976392,True,-1.1708360255579038,0.175,21.482399680007283,2,1.5153180395248136,DebiasConvex,0,20,20,0.05,0.05,0.2,0.16847361821213835,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.2702208211676026,,False,0.0,0.0,0.0,9,1.3563191763885916,DebiasConvex,0,20,20,0.05,0.05,0.2,0.07022082116760259,staggered,intermittent,svd,False,-0.0,15.566170219632316,1.0,11.6526768580341,,
nonnegative_nnmf,non-convex,0.2597449353734479,,False,0.0,0.0,0.0,2,1.4251764026760958,DebiasConvex,0,20,20,0.05,0.05,0.2,0.05974493537344788,staggered,intermittent,nnmf,False,-0.0,53.25709096668302,1.0,12.328055068291327,,
